InvoiceNo,InvoiceDate,CustomerID,Country,Quantity,UnitPrice,TotalPrice
INV12009,26-11-2022,12286,UK,2,425.46,850.92
INV13661,13-01-2023,10667,Germany,6,425.46,2552.76
INV11833,06-02-2023,12512,India,7,425.46,2978.22
INV11480,07-05-2022,10715,UK,5,425.46,2127.3
INV13558,11-10-2022,11296,Germany,8,425.46,3403.68
INV15588,28-03-2022,12888,France,1,425.46,425.46
INV15278,17-01-2023,11792,USA,3,425.46,1276.38
INV15735,14-08-2022,12571,India,6,425.46,2552.76
INV12324,03-02-2022,10693,India,12,425.46,5105.52
INV13304,17-05-2023,11847,Germany,1,425.46,425.46
INV11360,30-01-2022,11370,USA,3,425.46,1276.38
INV11760,03-02-2023,10836,India,4,425.46,1701.84
INV12393,26-03-2023,10236,India,8,425.46,3403.68
INV12243,22-06-2022,11953,France,0,425.46,0
INV12517,12-03-2023,12702,France,2,425.46,850.92
INV14229,08-09-2022,10671,UK,11,425.46,4680.06
INV15303,13-06-2023,10122,USA,-1,425.46,-425.46
INV10225,18-09-2022,10174,UK,5,425.46,2127.3
INV14317,11-04-2023,11654,USA,6,425.46,2552.76
INV10781,20-05-2022,10189,UK,3,425.46,1276.38
INV11518,14-03-2022,12111,Germany,12,425.46,5105.52
INV15424,08-05-2023,11732,Germany,12,425.46,5105.52
INV11565,31-01-2022,11132,India,8,425.46,3403.68
INV13297,28-05-2022,11026,Germany,9,425.46,3829.14
INV12617,18-09-2022,12537,India,2,425.46,850.92
INV14776,10-12-2022,12070,Germany,11,425.46,4680.06
INV11656,05-12-2022,11018,Germany,2,425.46,850.92
INV13137,12-01-2023,10354,USA,1,425.46,425.46
INV10597,20-03-2023,11193,Germany,3,425.46,1276.38
INV13292,26-01-2022,11220,USA,11,425.46,4680.06
INV11633,30-12-2022,10413,Germany,1,425.46,425.46
INV12433,18-01-2022,10922,India,-1,425.46,-425.46
INV13206,21-09-2022,11058,France,0,425.46,0
INV11967,18-05-2023,11320,USA,4,425.46,1701.84
INV13427,23-07-2022,12143,India,11,425.46,4680.06
INV11147,28-04-2022,11386,India,10,425.46,4254.6
INV12442,05-04-2022,11745,Germany,13,425.46,5530.98
INV11590,26-04-2023,10793,UK,9,425.46,3829.14
INV15869,29-12-2022,12430,India,11,425.46,4680.06
INV10153,11-01-2023,11873,France,9,425.46,3829.14
INV13539,27-04-2022,12067,UK,-1,425.46,-425.46
INV13798,18-06-2022,11369,Germany,1,425.46,425.46
INV10209,03-10-2022,10220,USA,7,425.46,2978.22
INV12096,06-04-2022,11930,UK,1,425.46,425.46
INV13254,17-06-2022,11727,USA,8,425.46,3403.68
INV14317,27-05-2022,12489,USA,12,425.46,5105.52
INV11403,08-12-2022,11798,India,-1,425.46,-425.46
INV10608,22-01-2022,12660,UK,13,425.46,5530.98
INV11020,30-11-2022,11859,India,0,425.46,0
INV11606,02-01-2023,10613,UK,0,425.46,0
INV15244,20-02-2023,12956,India,0,425.46,0
INV14304,08-10-2022,12065,UK,10,425.46,4254.6
INV15453,19-04-2023,10992,USA,13,425.46,5530.98
INV13585,15-06-2023,10836,India,14,425.46,5956.44
INV12078,26-04-2023,12895,France,8,425.46,3403.68
INV14305,27-11-2022,12928,India,3,425.46,1276.38
INV13042,04-08-2022,12497,UK,-1,425.46,-425.46
INV11889,22-11-2022,11038,UK,0,425.46,0
INV10627,12-08-2022,11701,France,2,425.46,850.92
INV15568,02-01-2022,12786,France,7,425.46,2978.22
INV13740,14-04-2023,11336,India,14,425.46,5956.44
INV10261,12-02-2023,12284,UK,8,425.46,3403.68
INV13220,27-08-2022,10950,Germany,5,425.46,2127.3
INV12899,04-03-2023,10420,USA,8,425.46,3403.68
INV12088,04-01-2022,11586,India,1,425.46,425.46
INV11850,06-04-2022,12139,Germany,-1,425.46,-425.46
INV10557,03-08-2022,11367,France,12,425.46,5105.52
INV13407,25-04-2023,10628,USA,2,425.46,850.92
INV13855,22-06-2022,10085,UK,13,425.46,5530.98
INV11105,03-05-2023,12875,India,1,425.46,425.46
INV14873,19-03-2023,11727,USA,5,425.46,2127.3
INV10793,09-03-2022,10797,USA,14,425.46,5956.44
INV14729,21-05-2022,11024,France,6,425.46,2552.76
INV12598,31-08-2022,12570,France,7,425.46,2978.22
INV10256,26-04-2023,12556,France,-1,425.46,-425.46
INV15596,07-06-2023,10542,Germany,-1,425.46,-425.46
INV11160,28-05-2022,12065,India,8,425.46,3403.68
INV11149,20-11-2022,10645,India,14,425.46,5956.44
INV12438,03-09-2022,11331,UK,3,425.46,1276.38
INV15488,11-05-2022,11451,Germany,7,425.46,2978.22
INV11628,15-03-2022,11355,Germany,11,425.46,4680.06
INV11760,08-01-2022,11297,France,10,425.46,4254.6
INV13281,21-11-2022,12823,India,4,425.46,1701.84
INV14743,16-10-2022,11300,France,5,425.46,2127.3
INV12180,10-05-2022,11603,India,7,425.46,2978.22
INV15701,18-04-2023,11598,UK,8,425.46,3403.68
INV13388,13-02-2022,12157,Germany,4,425.46,1701.84
INV10559,14-03-2022,12338,Germany,0,425.46,0
INV14837,13-04-2023,12302,Germany,14,425.46,5956.44
INV15438,14-02-2023,11205,India,-2,425.46,-850.92
INV13614,06-10-2022,11403,USA,9,425.46,3829.14
INV15425,19-04-2022,10214,Germany,4,425.46,1701.84
INV12932,12-06-2022,12249,USA,3,425.46,1276.38
INV13583,31-07-2022,10566,USA,7,425.46,2978.22
INV10865,03-01-2022,10919,Germany,11,425.46,4680.06
INV13454,21-09-2022,10047,UK,6,425.46,2552.76
INV14997,04-07-2022,12558,India,7,425.46,2978.22
INV10472,09-06-2023,10041,India,8,425.46,3403.68
INV10061,27-02-2023,12192,India,4,425.46,1701.84
INV13584,14-07-2022,10891,UK,4,425.46,1701.84
INV11575,18-06-2022,12890,UK,13,425.46,5530.98
INV15688,28-01-2022,12404,USA,9,425.46,3829.14
INV14428,15-02-2023,10422,France,13,425.46,5530.98
INV15078,02-11-2022,12217,UK,9,425.46,3829.14
INV13156,15-06-2023,11413,France,13,425.46,5530.98
INV11156,26-06-2022,11960,UK,4,425.46,1701.84
INV13590,08-06-2022,11220,India,6,425.46,2552.76
INV11998,19-06-2022,10995,UK,-1,425.46,-425.46
INV14852,31-05-2023,12863,Germany,2,425.46,850.92
INV13463,07-06-2022,11377,USA,-2,425.46,-850.92
INV11030,11-09-2022,10932,Germany,7,425.46,2978.22
INV11839,03-01-2023,10163,USA,6,425.46,2552.76
INV10869,16-04-2022,10518,UK,5,425.46,2127.3
INV12100,17-04-2023,12020,UK,6,425.46,2552.76
INV11710,12-05-2022,11299,UK,12,425.46,5105.52
INV11867,20-06-2022,11629,USA,7,425.46,2978.22
INV15630,09-07-2022,11759,UK,0,425.46,0
INV14026,10-02-2023,10328,Germany,2,425.46,850.92
INV10122,16-03-2022,11778,Germany,-2,425.46,-850.92
INV10509,27-01-2023,10447,Germany,13,425.46,5530.98
INV15775,23-01-2022,12229,USA,0,425.46,0
INV15741,27-02-2023,11565,Germany,11,425.46,4680.06
INV11259,24-03-2022,12475,India,13,425.46,5530.98
INV10975,12-03-2022,10449,Germany,-1,425.46,-425.46
INV14687,27-01-2023,11363,USA,-2,425.46,-850.92
INV11345,22-05-2023,10570,India,14,425.46,5956.44
INV12951,04-02-2023,11858,India,0,425.46,0
INV15601,28-04-2023,10217,Germany,4,425.46,1701.84
INV11529,20-01-2023,11245,UK,7,425.46,2978.22
INV12205,03-10-2022,11575,India,14,425.46,5956.44
INV15018,20-11-2022,,India,14,425.46,5956.44
INV11967,28-04-2022,11167,USA,2,425.46,850.92
INV13374,05-12-2022,11600,France,12,425.46,5105.52
INV11486,23-10-2022,10465,France,1,425.46,425.46
INV11155,09-02-2022,10620,France,6,425.46,2552.76
INV12704,15-04-2022,10784,Germany,5,425.46,2127.3
INV14342,04-02-2022,12861,UK,-2,425.46,-850.92
INV11896,11-08-2022,12927,Germany,10,425.46,4254.6
INV10972,29-04-2022,12227,USA,4,425.46,1701.84
INV14176,19-05-2022,12878,USA,13,425.46,5530.98
INV12997,01-11-2022,12662,Germany,-1,425.46,-425.46
INV10967,21-03-2023,12712,Germany,11,425.46,4680.06
INV12032,18-12-2022,10119,Germany,1,425.46,425.46
INV14069,20-06-2023,11286,Germany,6,425.46,2552.76
INV12375,19-06-2022,11226,UK,12,425.46,5105.52
INV13056,07-01-2023,12656,UK,4,425.46,1701.84
INV10843,10-01-2022,11395,France,0,425.46,0
INV14346,30-05-2022,12944,USA,5,425.46,2127.3
INV10812,21-04-2022,10920,Germany,1,425.46,425.46
INV13198,10-02-2023,11687,Germany,11,425.46,4680.06
INV12313,22-12-2022,11929,USA,0,425.46,0
INV15762,03-08-2022,11702,USA,9,425.46,3829.14
INV11889,24-02-2022,11006,Germany,-1,425.46,-425.46
INV15700,05-07-2022,10048,Germany,13,425.46,5530.98
INV15378,22-01-2023,11528,Germany,-2,425.46,-850.92
INV10478,28-07-2022,,USA,10,425.46,4254.6
INV13013,07-05-2023,10190,UK,12,425.46,5105.52
INV10322,03-06-2022,12546,UK,-2,425.46,-850.92
INV13889,15-01-2022,11317,UK,5,425.46,2127.3
INV14802,02-01-2022,12742,Germany,10,425.46,4254.6
INV14248,19-12-2022,11552,USA,8,425.46,3403.68
INV13325,28-02-2023,12745,USA,-1,425.46,-425.46
INV10216,23-12-2022,11926,India,7,425.46,2978.22
INV10817,28-05-2022,10756,Germany,4,425.46,1701.84
INV10686,01-09-2022,10104,France,4,425.46,1701.84
INV10692,27-07-2022,12049,UK,13,425.46,5530.98
INV10122,12-05-2023,11664,Germany,-2,425.46,-850.92
INV15834,01-05-2023,12935,USA,0,425.46,0
INV12579,02-02-2023,10370,USA,7,425.46,2978.22
INV14222,12-03-2023,10679,USA,0,425.46,0
INV12690,22-01-2023,10872,India,6,425.46,2552.76
INV10293,16-04-2022,11934,USA,8,425.46,3403.68
INV11835,27-04-2022,11494,UK,12,425.46,5105.52
INV12229,13-03-2022,10689,India,-2,425.46,-850.92
INV11199,26-07-2022,10171,USA,1,425.46,425.46
INV11672,01-04-2022,10748,UK,6,425.46,2552.76
INV14767,03-10-2022,11830,Germany,12,425.46,5105.52
INV11307,17-04-2023,12333,India,8,425.46,3403.68
INV14824,08-12-2022,12318,France,7,425.46,2978.22
INV12115,11-05-2023,10519,France,3,425.46,1276.38
INV11590,30-01-2023,10731,France,6,425.46,2552.76
INV14118,05-01-2022,10959,Germany,4,425.46,1701.84
INV10925,28-03-2022,11301,India,0,425.46,0
INV10297,01-08-2022,10621,UK,5,425.46,2127.3
INV14771,18-12-2022,12736,Germany,4,425.46,1701.84
INV14505,03-07-2022,11957,France,12,425.46,5105.52
INV12974,04-09-2022,12215,USA,5,425.46,2127.3
INV12824,24-11-2022,10426,Germany,9,425.46,3829.14
INV13606,23-10-2022,10477,India,-2,425.46,-850.92
INV13575,16-01-2022,11630,Germany,13,425.46,5530.98
INV15446,26-03-2023,11791,USA,7,425.46,2978.22
INV11861,12-11-2022,12364,Germany,5,425.46,2127.3
INV15975,20-09-2022,10350,Germany,11,425.46,4680.06
INV15920,08-04-2023,11176,UK,14,425.46,5956.44
INV13243,13-03-2022,12147,India,3,425.46,1276.38
INV13245,05-02-2022,12674,UK,0,425.46,0
INV12876,08-08-2022,11812,France,4,425.46,1701.84
INV15290,17-05-2023,10655,USA,6,425.46,2552.76
INV13322,19-02-2022,10286,UK,10,425.46,4254.6
INV11616,15-10-2022,12050,UK,1,425.46,425.46
INV12690,28-06-2022,11205,Germany,1,425.46,425.46
INV10581,08-11-2022,11119,Germany,7,425.46,2978.22
INV10175,06-12-2022,11281,UK,0,425.46,0
INV15503,02-05-2022,11155,USA,12,425.46,5105.52
INV10980,15-11-2022,12436,USA,10,425.46,4254.6
INV14400,11-05-2022,10168,UK,8,425.46,3403.68
INV15458,18-07-2022,12226,USA,13,425.46,5530.98
INV13905,23-08-2022,10689,UK,5,425.46,2127.3
INV14430,18-01-2022,12754,France,6,425.46,2552.76
INV10123,19-07-2022,10372,UK,0,425.46,0
INV14713,03-08-2022,12903,Germany,9,425.46,3829.14
INV12848,15-09-2022,12499,France,0,425.46,0
INV13220,14-09-2022,10566,UK,4,425.46,1701.84
INV11456,08-07-2022,10178,Germany,9,425.46,3829.14
INV12412,13-07-2022,,France,4,425.46,1701.84
INV12286,15-07-2022,,France,13,425.46,5530.98
INV15152,28-05-2023,10561,Germany,10,425.46,4254.6
INV14701,18-10-2022,11734,UK,1,425.46,425.46
INV10714,25-08-2022,11311,USA,13,425.46,5530.98
INV11972,20-09-2022,10732,France,12,425.46,5105.52
INV13703,08-05-2023,11875,USA,9,425.46,3829.14
INV11819,14-05-2023,12741,India,7,425.46,2978.22
INV11687,17-03-2023,12283,India,10,425.46,4254.6
INV12954,11-07-2022,10708,UK,5,425.46,2127.3
INV10888,12-06-2022,11752,USA,-1,425.46,-425.46
INV12935,14-04-2023,10430,France,0,425.46,0
INV15457,03-08-2022,10527,India,14,425.46,5956.44
INV14181,11-02-2022,12870,Germany,5,425.46,2127.3
INV12214,20-03-2023,10311,France,12,425.46,5105.52
INV15642,14-06-2023,10002,France,-2,425.46,-850.92
INV11411,04-09-2022,10600,UK,4,425.46,1701.84
INV14921,10-03-2022,11013,India,-1,425.46,-425.46
INV13614,02-01-2023,11320,Germany,6,425.46,2552.76
INV10055,27-08-2022,12315,France,-1,425.46,-425.46
INV15442,17-11-2022,12101,France,1,425.46,425.46
INV15248,15-05-2022,10126,India,-1,425.46,-425.46
INV15425,25-01-2023,10992,USA,12,425.46,5105.52
INV14773,06-07-2022,11520,France,1,425.46,425.46
INV11636,01-02-2022,11796,India,14,425.46,5956.44
INV10725,11-04-2022,10660,India,-1,425.46,-425.46
INV13233,01-07-2022,11453,Germany,7,425.46,2978.22
INV14695,02-02-2022,12347,USA,1,425.46,425.46
INV15893,05-06-2022,12311,India,9,425.46,3829.14
INV15907,13-09-2022,10304,India,8,425.46,3403.68
INV12664,28-03-2022,11078,USA,6,425.46,2552.76
INV10258,28-12-2022,12099,UK,1,425.46,425.46
INV10282,08-04-2023,12872,USA,11,425.46,4680.06
INV12045,28-02-2023,10522,France,9,425.46,3829.14
INV10261,09-04-2023,11138,Germany,8,425.46,3403.68
INV14022,23-01-2022,10564,Germany,2,425.46,850.92
INV12187,26-05-2022,12309,France,12,425.46,5105.52
INV14157,16-06-2023,12841,USA,2,425.46,850.92
INV15167,30-05-2023,12470,Germany,11,425.46,4680.06
INV12598,13-03-2023,10847,Germany,3,425.46,1276.38
INV12734,22-01-2022,12075,USA,4,425.46,1701.84
INV11556,28-07-2022,10114,UK,10,425.46,4254.6
INV15507,10-09-2022,,USA,12,425.46,5105.52
INV10696,17-11-2022,10635,Germany,11,425.46,4680.06
INV10573,02-12-2022,12354,USA,1,425.46,425.46
INV12822,03-07-2022,11993,USA,4,425.46,1701.84
INV14759,20-06-2023,10779,France,-2,425.46,-850.92
INV13248,17-10-2022,11844,Germany,8,425.46,3403.68
INV15213,30-09-2022,12092,USA,8,425.46,3403.68
INV13719,13-03-2023,12230,UK,-1,425.46,-425.46
INV15167,02-05-2022,10865,USA,14,425.46,5956.44
INV12669,28-06-2022,12813,USA,4,425.46,1701.84
INV12539,26-03-2022,12779,USA,8,425.46,3403.68
INV13974,13-01-2022,10928,India,7,425.46,2978.22
INV12812,17-08-2022,10118,USA,6,425.46,2552.76
INV11931,05-12-2022,12409,USA,3,425.46,1276.38
INV14222,05-10-2022,11299,UK,2,425.46,850.92
INV14677,06-01-2023,12886,India,6,425.46,2552.76
INV12672,02-06-2023,11001,USA,11,425.46,4680.06
INV13800,02-02-2022,10406,India,-1,425.46,-425.46
INV15962,28-05-2023,11042,France,14,425.46,5956.44
INV13645,30-08-2022,10160,France,14,425.46,5956.44
INV15405,22-01-2022,12156,USA,4,425.46,1701.84
INV15427,16-02-2022,11333,France,2,425.46,850.92
INV11266,16-03-2022,10269,Germany,5,425.46,2127.3
INV11194,27-10-2022,10615,France,5,425.46,2127.3
INV11508,11-02-2022,11253,Germany,-1,425.46,-425.46
INV11393,10-02-2022,10202,France,13,425.46,5530.98
INV14606,29-03-2022,12361,India,-1,425.46,-425.46
INV15044,23-05-2022,10489,UK,6,425.46,2552.76
INV10182,20-06-2023,11024,USA,12,425.46,5105.52
INV14216,31-08-2022,10023,Germany,6,425.46,2552.76
INV11482,02-06-2022,10324,USA,8,425.46,3403.68
INV14118,02-09-2022,11383,Germany,3,425.46,1276.38
INV14880,04-05-2022,11744,UK,0,425.46,0
INV11744,20-12-2022,11967,USA,14,425.46,5956.44
INV12018,19-10-2022,11579,UK,12,425.46,5105.52
INV11488,25-02-2022,10009,India,-2,425.46,-850.92
INV11612,06-05-2022,12157,India,1,425.46,425.46
INV12499,06-03-2022,11920,France,1,425.46,425.46
INV12303,23-07-2022,10638,India,10,425.46,4254.6
INV11330,01-03-2022,11171,UK,-1,425.46,-425.46
INV10538,09-02-2022,11251,USA,10,425.46,4254.6
INV12524,12-11-2022,10048,India,14,425.46,5956.44
INV12493,13-09-2022,12682,UK,1,425.46,425.46
INV13749,13-12-2022,12304,UK,0,425.46,0
INV15593,16-05-2022,11168,Germany,3,425.46,1276.38
INV11507,14-07-2022,11736,UK,9,425.46,3829.14
INV12774,16-06-2023,11901,India,-1,425.46,-425.46
INV12241,31-03-2022,10751,UK,8,425.46,3403.68
INV12719,26-04-2022,10818,France,3,425.46,1276.38
INV11577,17-05-2023,10570,UK,4,425.46,1701.84
INV13486,30-10-2022,11954,USA,11,425.46,4680.06
INV11756,20-05-2023,11808,Germany,3,425.46,1276.38
INV12300,25-04-2023,11186,USA,4,425.46,1701.84
INV12915,26-10-2022,10613,France,-2,425.46,-850.92
INV11200,07-05-2022,10046,India,14,425.46,5956.44
INV12139,18-09-2022,11543,USA,9,425.46,3829.14
INV13428,16-04-2022,10195,France,6,425.46,2552.76
INV15049,05-01-2023,10457,Germany,5,425.46,2127.3
INV14273,11-04-2022,11637,France,1,425.46,425.46
INV10218,14-11-2022,12618,UK,13,425.46,5530.98
INV11161,31-05-2023,11588,France,12,425.46,5105.52
INV14893,05-04-2022,11295,Germany,5,425.46,2127.3
INV13434,03-02-2022,10835,India,13,425.46,5530.98
INV10403,17-05-2022,10655,Germany,3,425.46,1276.38
INV10068,17-01-2023,11467,France,2,425.46,850.92
INV14069,11-04-2022,12770,France,4,425.46,1701.84
INV12396,22-04-2023,11267,USA,14,425.46,5956.44
INV15033,28-01-2023,10814,India,6,425.46,2552.76
INV10975,03-03-2023,11090,France,11,425.46,4680.06
INV10783,15-11-2022,,France,7,425.46,2978.22
INV15742,22-03-2022,11210,Germany,2,425.46,850.92
INV13608,28-12-2022,11657,France,5,425.46,2127.3
INV14381,19-06-2023,12662,Germany,5,425.46,2127.3
INV13833,07-05-2022,12525,USA,6,425.46,2552.76
INV10001,08-08-2022,12032,India,6,425.46,2552.76
INV12579,18-04-2023,10679,India,4,425.46,1701.84
INV13945,05-10-2022,10633,USA,5,425.46,2127.3
INV11838,20-03-2023,11263,USA,11,425.46,4680.06
INV10352,09-01-2022,10791,France,11,425.46,4680.06
INV14593,10-05-2022,12406,India,-1,425.46,-425.46
INV10963,17-01-2023,10407,France,5,425.46,2127.3
INV13160,30-04-2022,12532,USA,3,425.46,1276.38
INV15365,10-07-2022,11680,Germany,-1,425.46,-425.46
INV15888,11-02-2023,11160,India,4,425.46,1701.84
INV14089,01-06-2022,10600,USA,12,425.46,5105.52
INV11231,20-08-2022,10050,UK,1,425.46,425.46
INV15400,29-12-2022,11411,USA,13,425.46,5530.98
INV15246,12-11-2022,11480,UK,13,425.46,5530.98
INV11751,23-02-2023,10066,UK,1,425.46,425.46
INV11570,27-07-2022,12492,India,12,425.46,5105.52
INV13348,02-11-2022,10913,Germany,13,425.46,5530.98
INV12871,24-03-2023,12735,UK,11,425.46,4680.06
INV11588,06-01-2022,10048,UK,11,425.46,4680.06
INV14419,01-04-2023,10053,India,7,425.46,2978.22
INV15484,29-01-2023,11803,France,14,425.46,5956.44
INV14365,18-05-2022,12160,Germany,0,425.46,0
INV11824,24-06-2023,12483,India,-1,425.46,-425.46
INV14111,07-05-2023,11407,India,10,425.46,4254.6
INV12283,16-04-2023,10566,UK,1,425.46,425.46
INV13488,05-02-2023,11819,India,-2,425.46,-850.92
INV10385,07-02-2022,10782,India,4,425.46,1701.84
INV15846,05-04-2023,11268,Germany,3,425.46,1276.38
INV14925,13-02-2023,11888,France,0,425.46,0
INV13713,06-02-2023,11507,UK,-1,425.46,-425.46
INV15333,21-03-2023,12143,India,11,425.46,4680.06
INV10489,13-01-2023,12856,France,0,425.46,0
INV14324,20-03-2022,12839,UK,5,425.46,2127.3
INV12056,06-04-2022,12862,France,5,425.46,2127.3
INV13603,11-02-2023,10922,USA,-2,425.46,-850.92
INV11097,21-06-2022,12552,UK,12,425.46,5105.52
INV12394,20-07-2022,12464,India,-1,425.46,-425.46
INV13735,11-04-2022,11834,Germany,13,425.46,5530.98
INV14779,06-03-2023,10455,France,11,425.46,4680.06
INV11839,18-10-2022,11458,France,2,425.46,850.92
INV14119,07-09-2022,12237,UK,9,425.46,3829.14
INV11975,02-08-2022,10299,UK,10,425.46,4254.6
INV14334,21-02-2022,10257,Germany,12,425.46,5105.52
INV13949,19-05-2023,10571,UK,14,425.46,5956.44
INV15496,19-02-2023,11196,UK,-1,425.46,-425.46
INV14155,10-08-2022,11175,UK,14,425.46,5956.44
INV12770,13-10-2022,10967,UK,12,425.46,5105.52
INV10923,05-11-2022,10045,Germany,8,425.46,3403.68
INV15002,27-09-2022,11104,USA,3,425.46,1276.38
INV10159,03-06-2022,12873,India,4,425.46,1701.84
INV10952,21-02-2023,12596,France,10,425.46,4254.6
INV13156,09-10-2022,12527,UK,9,425.46,3829.14
INV12819,21-05-2022,10960,Germany,3,425.46,1276.38
INV10872,01-10-2022,10107,France,5,425.46,2127.3
INV11063,05-07-2022,12876,India,6,425.46,2552.76
INV13162,13-04-2023,12853,USA,4,425.46,1701.84
INV10566,21-09-2022,11843,UK,-1,425.46,-425.46
INV13936,01-04-2022,11707,Germany,0,425.46,0
INV12485,27-03-2023,11003,France,7,425.46,2978.22
INV12678,24-01-2023,12368,UK,-2,425.46,-850.92
INV11562,28-02-2022,11611,France,5,425.46,2127.3
INV12619,24-03-2023,10643,France,4,425.46,1701.84
INV10302,22-09-2022,10827,France,-1,425.46,-425.46
INV15053,25-02-2022,10118,Germany,3,425.46,1276.38
INV14312,06-04-2022,11180,France,-2,425.46,-850.92
INV11243,27-11-2022,11688,UK,0,425.46,0
INV10816,07-01-2022,12258,Germany,4,425.46,1701.84
INV11553,27-09-2022,12332,UK,6,425.46,2552.76
INV11437,26-05-2023,10350,USA,9,425.46,3829.14
INV12965,20-03-2023,11832,UK,14,425.46,5956.44
INV15346,02-04-2023,,UK,7,425.46,2978.22
INV12615,04-05-2022,10753,USA,4,425.46,1701.84
INV14399,24-05-2022,11249,Germany,10,425.46,4254.6
INV14806,30-10-2022,12554,France,-1,425.46,-425.46
INV10837,29-06-2022,10658,USA,-2,425.46,-850.92
INV10585,17-12-2022,12425,Germany,-1,425.46,-425.46
INV13704,08-01-2023,11639,UK,7,425.46,2978.22
INV15386,20-09-2022,11652,USA,0,425.46,0
INV13382,30-10-2022,11909,UK,12,425.46,5105.52
INV13393,11-01-2022,,France,0,425.46,0
INV10675,15-02-2023,12526,India,3,425.46,1276.38
INV12187,04-10-2022,11686,USA,10,425.46,4254.6
INV15170,07-02-2022,10607,USA,5,425.46,2127.3
INV11072,17-12-2022,12223,France,1,425.46,425.46
INV10274,07-04-2022,11228,France,9,425.46,3829.14
INV15769,10-07-2022,11260,UK,4,425.46,1701.84
INV11156,13-12-2022,12810,France,9,425.46,3829.14
INV14123,28-02-2022,12712,France,2,425.46,850.92
INV13881,12-01-2023,12390,USA,0,425.46,0
INV14624,28-02-2022,11401,India,1,425.46,425.46
INV12363,07-05-2022,11886,USA,13,425.46,5530.98
INV12860,29-04-2023,11343,Germany,3,425.46,1276.38
INV12914,25-03-2023,11492,USA,13,425.46,5530.98
INV15918,24-05-2022,11489,India,-2,425.46,-850.92
INV15061,06-06-2023,11560,India,12,425.46,5105.52
INV14390,20-03-2023,11072,UK,7,425.46,2978.22
INV15850,15-05-2023,12423,France,2,425.46,850.92
INV15963,26-11-2022,11720,UK,8,425.46,3403.68
INV13770,29-04-2022,12658,UK,3,425.46,1276.38
INV15281,17-02-2022,12964,France,4,425.46,1701.84
INV15818,10-02-2022,11704,India,-2,425.46,-850.92
INV11087,14-05-2023,11958,Germany,0,425.46,0
INV12426,21-07-2022,12074,India,1,425.46,425.46
INV15745,09-01-2023,12657,UK,2,425.46,850.92
INV14049,05-04-2022,12630,Germany,14,425.46,5956.44
INV12336,07-01-2023,10171,USA,3,425.46,1276.38
INV12291,30-09-2022,11929,France,5,425.46,2127.3
INV10164,11-05-2023,10313,France,4,425.46,1701.84
INV13391,03-06-2023,11383,USA,0,425.46,0
INV10408,16-02-2023,11672,India,1,425.46,425.46
INV13348,29-05-2023,11020,USA,9,425.46,3829.14
INV12548,27-01-2022,12679,UK,11,425.46,4680.06
INV12517,16-01-2022,12150,UK,12,425.46,5105.52
INV10629,11-12-2022,12548,France,0,425.46,0
INV11529,02-01-2022,10131,Germany,11,425.46,4680.06
INV11142,17-09-2022,12495,India,10,425.46,4254.6
INV14878,27-09-2022,12230,USA,-2,425.46,-850.92
INV10794,25-11-2022,11876,USA,6,425.46,2552.76
INV10973,30-01-2023,10336,UK,8,425.46,3403.68
INV14981,18-09-2022,12373,USA,2,425.46,850.92
INV10348,10-06-2022,,India,11,425.46,4680.06
INV12613,31-01-2023,10283,UK,-1,425.46,-425.46
INV15504,24-01-2022,12151,USA,11,425.46,4680.06
INV13851,08-01-2022,10739,India,13,425.46,5530.98
INV15631,08-11-2022,10284,UK,-1,425.46,-425.46
INV12737,02-02-2023,12604,France,6,425.46,2552.76
INV15185,26-09-2022,10668,India,11,425.46,4680.06
INV13941,19-12-2022,10720,USA,2,425.46,850.92
INV14707,07-01-2022,12677,Germany,1,425.46,425.46
INV10601,09-04-2022,12993,Germany,2,425.46,850.92
INV14682,21-04-2023,12193,France,0,425.46,0
INV15208,12-09-2022,11389,India,8,425.46,3403.68
INV11120,27-03-2022,10233,India,9,425.46,3829.14
INV15061,13-04-2023,12078,UK,13,425.46,5530.98
INV11560,03-03-2023,12492,France,12,425.46,5105.52
INV10505,18-03-2023,11281,France,0,425.46,0
INV11139,21-09-2022,10247,Germany,11,425.46,4680.06
INV15222,13-03-2022,11336,France,12,425.46,5105.52
INV11408,26-12-2022,10219,USA,13,425.46,5530.98
INV13392,25-04-2023,10463,UK,13,425.46,5530.98
INV10025,20-09-2022,10710,Germany,4,425.46,1701.84
INV14169,07-05-2022,12048,Germany,9,425.46,3829.14
INV15413,14-05-2022,11415,UK,6,425.46,2552.76
INV14890,12-03-2023,12249,India,13,425.46,5530.98
INV12476,01-01-2022,12489,UK,5,425.46,2127.3
INV12367,16-06-2022,12128,France,14,425.46,5956.44
INV14854,22-03-2022,10692,India,1,425.46,425.46
INV14671,09-04-2023,11380,France,11,425.46,4680.06
INV13069,21-07-2022,12580,France,14,425.46,5956.44
INV13042,30-05-2022,10132,France,0,425.46,0
INV10777,04-05-2023,11903,France,6,425.46,2552.76
INV13316,16-06-2022,10273,Germany,2,425.46,850.92
INV11317,24-05-2022,12444,USA,4,425.46,1701.84
INV15392,24-01-2023,10120,India,12,425.46,5105.52
INV13259,29-03-2022,12144,UK,12,425.46,5105.52
INV11301,27-01-2022,10569,UK,2,425.46,850.92
INV14075,20-01-2023,10412,USA,14,425.46,5956.44
INV12615,19-12-2022,11854,Germany,13,425.46,5530.98
